lastname,firstname
van de sompel, d
hudders, l
cauberghe, v
kim, s
youn, s
yoon, d
naderer, b
matthes, j
spielvogel, i
zarzosa, j
huhmann, ba
chen, l
zhu, fx
zou, sm
chen, yw
wu, lw
wen, tj
zarouali, b
poels, k
walrave, m
ponnet, k
lord, kr
putrevu, s
collins, af
pickett, ac
brison, nt
gregory, gd
crawford, hj
lu, l
ngo, l
kim, s
lee, s
lee, jh
taylor, cr
ryu, h
jun, s
bang, h
choi, d
wojdynski, bw
lee, yi
youn, s
shin, w
bartsch, a
kloss, a
evans, nj
wojdynski, bw
hoy, mg
yoon, hj
lee, yj
vollero, a
schultz, de
siano, a
fox, ak
nakhata, c
deitz, gd
kim, k
yoon, s
choi, yk
park, k
ryu, g
lee, sy
jung, s
jung, hy
choi, st
oh, s
chung, j
eoh, j
hayes, jl
golan, g
britt, b
applequist, j
kang, my
choi, y
choi, j
kim, hy
song, jh
lee, jh
choi, yk
yoon, s
kim, k
kim, y
levy, s
gvili, y
choi, cs
cho, yn
ko, e
kim, sj
kim, kh
sarkees, me
schaefer, sd
terlutter, r
diehl, s
lee, jh
song, jh
bok, sy
yeo, j
song, th
kim, sy
kim, h
lee, jw
ivanov, l
eisend, m
bayon, t
bergkvist, l
langner, t
maslowska, e
segijn, cm
vakeel, ka
viswanathan, v
breves, p
schramm, h
warren, c
carter, ep
mcgraw, ap
mayer, jm
kumar, p
yoon, hj
schouten, ap
janssen, l
verspaget, m
salam, mt
muhamad, n
leong, vs
yoon, y
kim, aj
kim, j
choi, j
muralidharan, s
kim, e
bao, t
chang, tls
kim, aj
moon, sh
mclaughlin, b
velez, ja
gotlieb, mr
thompson, ba
krause-mccord, a
yun, jt
pamuksuz, u
duff, brl
youn, s
kim, s
nam, y
lee, hs
jun, jw
karpinska-krakowiak, m
eisend, m
daume, j
huttl-maack, v
song, ya
lee, sy
kim, y
thorbjornsen, h
dahlen, m
lange, f
cho, ch
park, js
vermeulen, i
droog, e
burgers, c
lee, h
cho, ch
weinberger, mg
gulas, cs
weinberger, mg
gulas, cs
shin, w
lwin, mo
yee, azh
kee, km
spielvogel, i
naderer, b
matthes, j
ahn, j
kim, a
sung, y
sohn, d
choi, s
kim, j
choi, d
kim, h
mayrhofer, m
matthes, j
einwiller, s
naderer, b
middleton, k
turnbull, s
de oliveira, mj
aghakhani, h
carvalho, sw
cunningham, ph
teona, g
ko, e
kim, sj
bartels, j
reinders, mj
broersen, c
hendriks, s
raggiotto, f
scarpi, d
moretti, a
panigyrakis, g
panopoulos, a
koronaki, e
bergkvist, l
langner, t
wojdynski, bw
evans, nj
chohan, r
watson, r
pitt, l
chinchanachokchai, s
duff, brl
faber, rj
shan, y
chen, kj
lin, js
bang, y
choi, d
baek, th
oh, sd
kim, y
jang, jm
park, ey
kim, h
youn, s
vargo, c
gangadharbatla, h
hopp, t
champlin, s
sterbenk, y
windels, k
poteet, m
yoon, y
kim, aj
kim, j
choi, j
evans, nj
wojdynski, b
buvar, a
orosz, g
krouwer, s
poels, k
paulussen, s
wen, tj
kim, e
wu, lw
dodoo, na
de veirman, m
hudders, l
hong, s
pittman, m
lee, y
seo, jy
yoon, s
yun, lr
kim, k
cheong, y
huh, j
kim, h
rath, b
lu, xy
srivastava, j
lwin, mo
yee, azh
lau, j
ng, js
lam, jy
cayabyab, ym
malik, s
vijaya, k
eisend, m
rosengren, s
ono, a
eguro, y
narisawa, t
nomura, n
sato, t
sato, y
shibamoto, y
yoshida, s
kononova, a
kim, w
joo, e
lynch, k
naderer, b
binder, a
matthes, j
mayrhofer, m
cornelis, e
heuvinck, n
majmundar, a
feng, wt
wang, t
mu, wl
wu, tj
xu, t
li, lq
yuan, ks
kwak, h
zhang, yl
puzakova, m
moriguchi, t
shi, zm
zhang, cy
wu, ly
foti, l
zhu, xj
yuan, yg
teng, lf
jiang, hy
li, c
li, xp
li, ld
donthu, n
kumar, s
pattnaik, d
chen, l
zhu, fx
mantrala, m
wang, n
wang, hw
fu, hy
wu, yy
fernandes, j
segev, s
leopold, jk
lee, h
cho, ch
yoon, s
bang, h
choi, d
kim, k
song, s
kim, hy
yoon, s
choi, yk
d'astous, a
carrillat, fa
przybysz, a
kim, y
choi, sm
zhang, hx
zheng, xy
zhang, x
holiday, s
hayes, jl
britt, bc
lyu, yw
kerr, g
richards, j
boerman, sc
tessitore, t
muller, cm
cummins, rg
gong, zh
reichert, t
segijn, cm
voorveld, ham
spielvogel, i
naderer, b
matthes, j
ryoo, y
jeon, ya
sung, yj
lou, c
xie, q
lee, sy
yoo, cy
kim, dh
sung, yh
naderer, b
matthes, j
bintinger, s
yim, myc
kim, yk
lee, j
de cicco, r
iacobucci, s
pagliaro, s
pfeuffer, a
huh, j
an, d
lee, c
kim, j
youn, n
kim, s
luk, ky
xia, bf
xu, n
yin, xz
wilson, rt
lohmeier, jh
lustick, ds
chen, rf
shinoda, lm
veludo-de-oliveira, t
pereira, i
lapierre, ma
krcmar, m
choi, e
haberkorn, ka
locke, sj
lou, c
tse, ch
bang, h
king, k
noh, y
kim, h
kim, k
cheong, y
caulfield, j
day, m
phillips, bj
riemer, h
noel, h
feng, y
chen, h
kong, q
song, h
kim, j
nguyen, tph
lee, km
park, n
yoon, hj
yoon, s
zdravkovic, s
milakovic, ik
miocevic, d
choi, yk
singh, c
ang, l
hudders, l
de jans, s
de veirman, m
kim, t
sung, y
kietzmann, j
mills, aj
plangger, k
kim, s
yoon, s
baek, th
kim, y
choi, yk
ge, jj
sui, yp
zhou, xf
li, gx
zou, sm
teng, lf
alhabash, s
mundel, j
deng, t
mcalister, a
quilliam, et
richards, ji
lynch, k
sung, yh
lim, re
lee, wn
kamleitner, b
marckhgott, e
samson, l
nanne, aj
buijzen, m
beckert, j
koch, t
viererbl, b
schulz-knappe, c
ivanov, l
eisend, m
diehl, s
wang, im
karpinska-krakowiak, m
li, jy
kim, jk
alharbi, k
kim, h
seo, y
yoon, hj
han, jy
ko, y
gilbert, jr
stafford, mbr
sheinin, da
pounders, k
yuan, cl
wang, sm
yu, xl
kim, kh
moon, h
bagozzi, richard p.
ruvio, ayalla a.
xie, chunyan
eisend, martin
hermann, erik
nickel, kristina
orth, ulrich r.
kumar, minu
halkias, georgios
diamantopoulos, adamantios
golossenko, artyom
pillai, kishore gopalakrishna
aroean, lukman
liu, zhuping
duan, jason a.
mahajan, vijay
mukherjee, sourjo
althuizen, niek
bayer, emanuel
srinivasan, shuba
riedl, edward j.
skiera, bernd
ghiassaleh, arezou
kocher, bruno
czellar, sandor
amatulli, cesare
de angelis, matteo
pino, giovanni
guido, gianluigi
koo, minkyung
shavitt, sharon
lalwani, ashok k.
chinchanachokchai, sydney
kim, aekyoung
briley, donnel
wedel, michel
bigne, enrique
zhang, jie
bleier, alexander
goldfarb, avi
tucker, catherine
ma, liye
sun, baohong
danaher, peter j.
sajtos, laszlo
danaher, tracey s.
rao, raghunath singh
irwin, julie
liu, zhuping
lee, sanghak
thomas, suman ann
allenby, greg m.
wang, lili
you, yanfen
yang, chun-ming
chaplin, lan nguyen
lowrey, tina m.
ruvio, ayalla a.
shrum, l. j.
vohs, kathleen d.
kackovic, monika
bun, maurice j. g.
weinberg, charles b.
ebbers, joris j.
wijnberg, nachoem m.
miceli, gaetano nino
scopelliti, irene
raimondo, maria antonietta
septianto, felix
northey, gavin
chiew, tung moi
liem viet ngo,liem viet ngo
choi david, jungsil
li, yexin jessica
rangan, priyamvadha
yin miranda, bingqing
singh, surendra n.
landsman, vardit
nitzan, irit
bertini, marco
halbheer, daniel
koenigsberg, oded
sajeesh, s.
hada, mahima
raju, jagmohan s.
huang, ming-hui
dev, chekitan s.
smith, leah warfield
rose, randall l.
ma, junzhao
seenivasan, satheesh
yan, bingyu
herzenstein, michal
dholakia, utpal m.
sonenshein, scott
chen, yunqing
wyer, robert s.
ravula, prashanth
bhatnagar, amit
ghose, sanjoy
kirca, ahmet h.
randhawa, praneet
talay, m. berk
akdeniz, m. billur
homburg, christian
boehler, sina
hohenberg, sebastian
appel, gil
libai, barak
muller, eitan
shachar, ron
celhay, franck
cheng, peiyao
masson, josselin
li, wenhua
huang, ming-hui
trusov, michael
khouja, moutaz
subramaniam, chandra
vasudev, vinay
bombaij, nick j. f.
dekimpe, marnik g.
du, ding
osmonbekov, talai
bhattacharya, abhi
misra, shekhar
sardashti, hanieh
mark, tanya
bulla, jan
niraj, rakesh
bulla, ingo
schwarzwaller, wolfgang
wiecek, annika
wentzel, daniel
landwehr, jan r.
wang, jessie j.
lalwani, ashok k.
homburg, christian
lauer, karin
vomberg, arnd
wei, yuansheng
huang, pei
chan, eugene y.
ilicic, jasmina
jalali, nima y.
papatla, purushottam
hartmann, benjamin j.
brunk, katja h.
verhoef, peter c.
bijmolt, tammo h. a.
reinartz, werner
wiegand, nico
imschloss, monika
gielens, katrijn
steenkamp, jan-benedict e. m.
konya-baumbach, elisa
schuhmacher, monika c.
kuester, sabine
kuharev, victoria
wloemert, nils
papies, dominik
van heerde, harald j.
dinner, isaac m.
neslin, scott a.
osinga, ernst c.
zevenbergen, menno
van zuijlen, mark w. g.
schulz, petra
shehu, edlira
clement, michel
wu, meng
teunter, ruud h.
zhu, stuart x.
vermeer, susan a. m.
araujo, theo
bernritter, stefan f.
van noort, guda
rutz, oliver
aravindakshan, ashwin
rubel, olivier
eisingerich, andreas b.
marchand, andre
fritze, martin p.
dong, lin
li, xi
shi, mengze
wang, xin (shane)
gijsenberg, maarten j.
nijs, vincent r.
huang, yunhui
jia, yanli
gaustad, tarje
samuelsen, bendik m.
warlop, luk
fitzsimons, gavan j.
lasarov, wassili
mai, robert
garcia de frutos, nieves
ortega egea, jose manuel
hoffmann, stefan
kronrod, ann
huber, joel
wu, fang
swait, joffre
chen, yuxin
kannan, p. k.
hung, iris
reinartz, werner
stephen, andrew
muller, eitan
peres, renana
hartmann, jochen
huppertz, juliana
schamp, christina
heitmann, mark
nguyen, hang t.
chaudhuri, malika
cohen-vernik, dinah
pazgal, amit
syam, niladri b.
grinstein, amir
hagtvedt, henrik
kronrod, ann
colicev, anatoli
kumar, ashish
o'connor, peter
kakatkar, chinmay
spann, martin
kim, kyeongheui
park, jongwon
sun, jin
keh, hean tat
lee, angela y.
klostermann, jan
plumeyer, anja
boeger, daniel
decker, reinhold
hansen, nele
kupfer, ann-kristin
hennig-thurau, thorsten
koschmann, anthony
bowman, douglas
appel, gil
libai, barak
muller, eitan
mian, g. mujtaba
sharma, piyush
gul, ferdinand a.
leipnitz, sigrun
de vries, martha
clement, michel
mazar, nina
jayarajan, dinakar
siddarth, s.
silva-risso, jorge
foersch, steffen
de haan, evert
bitterl, sally
schreier, martin
lim, leon gim
tuli, kapil r.
dekimpe, marnik g.
kappe, eelco
blank, ashley stadler
desarbo, wayne s.
park, chang hee
park, young-hoon
schweidel, david a.
van der wal, arianne j.
van horen, femke
grinstein, amir
guhl, daniel
baumgartner, bernhard
kneib, thomas
steiner, winfried j.
lamey, lien
deleersnyder, barbara
steenkamp, jan-benedict e. m.
dekimpe, marnik g.
guitart, ivan a.
gonzalez, jorge
stremersch, stefan
guyt, jonne
gijsbrechts, els
baxter, stacey m.
ilicic, jasmina
schmidbauer, eric
stock, axel
nezami, mehdi
worm, stefan
palmatier, robert w.
paas, leonard j.
dolnicar, sara
karlsson, logi
islam, towhidul
meade, nigel
sande, jon bingen
ghosh, mrinal
lovett, mitchell j.
peres, renana
gijsbrechts, els
campo, katia
vroegrijk, mark
akpinar, ezgi
verlegh, peeter w. j.
smidts, ale
de vries, eline l. e.
fennis, bob m.
bijmolt, tammo h. a.
ter horst, gert j.
marsman, jan-bernard c.
foucart, renaud
wan, cheng
wang, shidong
matherly, ted
arens, zachary g.
arnold, todd j.
kim, chul
jun, duk bin
park, sungho
nguyen, hang t.
zhang, yufei
calantone, roger j.
mourali, mehdi
yang, zhiyong
pons, frank
hassay, derek
halbheer, daniel
gartner, dennis l.
gerstner, eitan
koenigsberg, oded
kim, ho
bruce, norris i.
huang, xun (irene)
dong, ping
labroo, aparna a.
menon, kalyani
ranaweera, chatura
petersen, francine espinoza
dretsch, heather johnson
loureiro, yuliya komarova
sridhar, shrihari
naik, prasad a.
kelkar, ajay
he, jiaxiu
wang, xin (shane)
curry, david j.
ostinelli, massimiliano
bockenholt, ulf
ahmadi, iman
skiera, bernd
lambrecht, anja
heubrandner, florian
lepthien, anke
papies, dominik
clement, michel
melnyk, valentyna
kwak, hyokjin
puzakova, marina
rocereto, joseph f.
eelen, jiska
ozturan, peren
verlegh, peeter w. j.
boeuf, benjamin
darveau, jessica
viswanathan, vijay
sese, f. javier
krafft, manfred
habel, johannes
alavi, sascha
pick, doreen
schneider, matthew j.
jagpal, sharan
gupta, sachin
li, shaobo
yu, yan
bendle, neil thomas
wang, xin (shane)
stourm, valeria
bax, eric
skiera, bernd
bayer, emanuel
schoeler, lisa
chung, tuck siong
low, angie
zolfagharian, mohammadali
ulusoy, ebru
chan, tat y.
narasimhan, chakravarthi
yoon, yeujun
el hazzouri, mohammed
main, kelley j.
carvalho, sergio w.
banerjee, sumitro
wathieu, luc
aydinli, aylin
gu, yangjie
pham, michel tuan
voleti, sudhir
srinivasan, v.
ghosh, pulak
marchand, andre
hennig-thurau, thorsten
wiertz, caroline
couwenberg, linda e.
boksem, maarten a. s.
dietvorst, roeland c.
worm, loek
verbeke, willem j. m. i.
smidts, ale
de bruyn, arnaud
prokopec, sonja
meyners, jannik
barrot, christian
becker, jan u.
bodapati, anand v.
talke, katrin
mueller, sebastian
wieringa, jaap e.
langan, ryan
besharat, ali
varki, sajeev
patrick, vanessa m.
atefi, yashar
hagtvedt, henrik
hofmann, julian
clement, michel
voelckner, franziska
hennig-thurau, thorsten
kuester, sabine
homburg, christian
hildesheim, andreas
guitart, ivan a.
hervet, guillaume
peluso, alessandro m.
bonezzi, andrea
de angelis, matteo
rucker, derek d.
bremer, lucas
heitmann, mark
schreiner, thomas f.
moldovan, sarit
muller, eitan
richter, yossi
yom-tov, elad
noble, stephanie m.
lee, kang bok
zaretzki, russell
autry, chad
carnevale, marina
luna, david
lerman, dawn
delre, sebastiano a.
panico, claudio
wierenga, berend
hu, mantian (mandy)
winer, russell s.
holtrop, niels
wieringa, jaap e.
gijsenberg, maarten j.
verhoef, peter c.
lee, ju-yeon
sridhar, shrihari
palmatier, robert w.
minnema, alec
bijmolt, tammo h. a.
non, marielle c.
cross, samantha n. n.
gilly, mary c.
liu, yunchuan
tyagi, rajeev k.
moon, sangkil
kamakura, wagner a.
kulczynski, alicia
ilicic, jasmina
baxter, stacey m.
bruno, pascal
melnyk, valentyna
voelckner, franziska
ng, irene c. l.
wakenshaw, susan y. l.
kannan, p. k.
li, hongshuang alice
zhang, yuchi
moe, wendy w.
schweidel, david a.
fischer, marc
himme, alexander
homburg, christian
alavi, sascha
rajab, thomas
wieseke, jan
vargo, stephen l.
lusch, robert f.
lehmann, donald r.
carpenter, gregory s.
pauwels, koen
demirci, ceren
yildirim, gokhan
srinivasan, shuba
stephen, andrew t.
lehmann, donald r.
avagyan, vardan
esteban-bravo, mercedes
vidal-sanz, jose m.
rosenzweig, stav
grinstein, amir
ofek, elie
chen, zengxiang
huang, yunhui
ert, eyal
raz, ornit
heiman, amir
cleeren, kathleen
geyskens, kelly
verhoef, peter c.
pennings, joost m. e.
zeng, xiaohua
dasgupta, srabana
weinberg, charles b.
van der lans, ralf
van everdingen, yvonne
melnyk, valentyna
weijters, bert
baumgartner, hans
geuens, maggie
robinson, stacey g.
brady, michael k.
lemon, katherine n.
giebelhausen, michael
pecher, diane
van dantzig, saskia
hanssens, dominique m.
wang, fang
zhang, xiao-ping
kim, minchung
boyd, d. eric
kim, namwoon
yi, cheong h.
jaeger, nikolai a.
zacharias, nicolas a.
brettel, malte
schepers, jeroen j. l.
nijssen, edwin j.
van der heijden, gielis a. h.
ilicic, jasmina
baxter, stacey m.
kulczynski, alicia
koo, jieun
suk, kwanho
kannan, p. k.
reinartz, werner
verhoef, peter c.
joo, mingyu
wilbur, kenneth c.
zhu, yi
saboo, alok r.
kumar, v.
ramani, girish
van lin, arjen
gijsbrechts, els
ebbes, peter
huang, zan
rangaswamy, arvind
luo, yong (eddie)
wong, veronica
chou, ting-jui
mukhopadhyay, soumya
chung, tuck siong
pauwels, koen
aksehirli, zeynep
lackman, andrew
nejad, mohammad g.
amini, mehdi
sherrell, daniel l.
huang, zhongqiang (tak)
kwong, jessica y. y.
heimbach, irina
hinz, oliver
saini, yvonne k.
lynch, john g.
park, chang hee
park, young-hoon
schweidel, david a.
anderl, eva
becker, ingo
von wangenheim, florian
schumann, jan hendrik
kireyev, pavel
pauwels, koen
gupta, sunil
de haan, evert
wiesel, thorsten
pauwels, koen
sarial-abi, gulen
gurhan-canli, zeynep
kumkale, tarcan
yoon, yeosun
eliashberg, jehoshua
hennig-thurau, thorsten
weinberg, charles b.
wierenga, berend
sun, li
rajiv, surendra
chu, junhong
steiner, michael
wiegand, nico
eggert, andreas
backhaus, klaus
ordanini, andrea
nunes, joseph c.
wloemert, nils
papies, dominik
packard, grant
aribarg, anocha
eliashberg, jehoshua
foutz, natasha z.
burmester, alexa b.
eggers, felix
clement, michel
prostka, tim
legoux, renaud
larocque, denis
laporte, sandra
belmati, soraya
boquet, thomas
hart, andrew
kerrigan, finola
vom lehn, dirk
dhar, tirtha
weinberg, charles b.
mathys, juliane
burmester, alexa b.
clement, michel
healey, john
moe, wendy w.
erdem, tulin
keller, kevin lane
kuksov, dmitri
pieters, rik
hsu, liwu
lawrence, benjamin
kull, alexander j.
heath, timothy b.
pazgal, amit
soberman, david
thomadsen, raphael
jang, sungha
prasad, ashutosh
ratchford, brian t.
chennamaneni, pavan rao
echambadi, raj
hess, james d.
syam, niladri
angle, justin w.
forehand, mark r.
cadario, romain
parguel, beatrice
benoit-moreau, florence
cambra-fierro, jesus
kamakura, wagner a.
melero-polo, iguacel
javier sese, f.
das, gopal
hagtvedt, henrik
stern, philip
wright, malcolm
bossuyt, saar
van kenhove, patrick
de bock, tine
lewis, david
gill, tripat
dost, florian
sievert, jens
kassim, david
kostyra, daniel s.
reiner, jochen
natter, martin
klapper, daniel
hudson, simon
huang, li
roth, martin s.
madden, thomas j.
relling, marleen
schnittka, oliver
sattler, henrik
johnen, marius
ramaswamy, venkat
ozcan, kerimcan
rust, roland t.
moorman, christine
van beuningen, jacqueline
tarrahi, farid
eisend, martin
dost, florian
van der wal, arianne j.
van horen, femke
grinstein, amir
sayin, eda
krishna, aradhna
ardelet, caroline
decre, gwenaelle briand
goudey, alain
kubat, umut
swaminathan, vanitha
prigge, jana-kristin
dietz, beatrix
homburg, christian
hoyer, wayne d.
burton, jennifer l.
eisenbeiss, maik
wilken, robert
skiera, bernd
cornelissen, markus
yang, linyun w.
chartrand, tanya l.
fitzsimons, gavan j.
burmester, alexa b.
becker, jan u.
van heerde, harald j.
clement, michel
chowdhry, nivriti
winterich, karen page
mittal, vikas
morales, andrea c.
davvetas, vasileios
sichtmann, christina
diamantopoulos, adamantios
wang, yitong
wang, liangyan
keller, l. robin
de keyser, arne
schepers, jeroen
konus, umut
hossain, mehdi t.
saini, ritesh
lynch, john g.
bradlow, eric t.
huber, joel c.
lehmann, donald r.
emrich, oliver
verhoef, peter c.
wang, xia
tong, luqiong
hasford, jonathan
farmer, adam
waites, stacie f.
kukar-kinney, monika
carlson, jeffrey r.
armelini, guillermo
barrot, christian
becker, jan u.
liberali, gui
muller, eitan
rust, roland t.
stremersch, stefan
schulz, fabian
schlereth, christian
mazar, nina
skiera, bernd
hariharan, vijay ganesh
talukdar, debabrata
kwon, changhyun
kuester, sabine
feurer, sven
schuhmacher, monika c.
reinartz, dominik
zhang, haisu
wu, fang
cui, anna shaojie
kopalle, praveen k.
lehmann, donald r.
kim, wonjoon
kim, minki
ozkaya, h. erkan
droge, cornelia
hult, g. tomas m.
calantone, roger
ozkaya, elif
song, jing
wei, yinghong (susan)
wang, rui
goldenberg, jacob
muller, eitan
wang, rui
saboo, alok r.
grewal, rajdeep
hattula, johannes d.
schmitz, christian
schmidt, martin
reinecke, sven
sande, jon bingen
haugland, sven a.
de haan, evert
verhoef, peter c.
wiesel, thorsten
orazi, davide c.
pizzetti, marta
holden, stephen s.
zlatevska, natalina
stremersch, stefan
camacho, nuno
vanneste, sofie
verniers, isabel
erfgen, carsten
zenker, sebastian
sattler, henrik
blut, markus
frennea, carly m.
mittal, vikas
mothersbaugh, david l.
prasad, ashutosh
venkatesh, r.
mahajan, vijay
mani, sudha
luo, xueming
dutordoir, marie
verbeeten, frank h. m.
de beijer, dominique
stremersch, stefan
camacho, nuno
vanneste, sofie
verniers, isabel
glady, nicolas
lemmens, aurelie
croux, christophe
barakat, livia l.
ramsey, jase r.
lorenz, melanie p.
gosling, marlusa
liu, hsin-hsien
chou, hsuan-yi
thomas, surnan ann
feng, shanfei
krishnan, trichy v.
du, rex yuxing
kamakura, wagner a.
holmqvist, jonas
lunardo, renaud
dorotic, matilda
verhoef, peter c.
fok, dennis
bijmolt, tammo h. a.
gelper, sarah
stremersch, stefan
kim, ju-young
bruenner, tobias
skiera, bernd
natter, martin
frison, steffi
dekimpe, marnik g.
croux, christophe
de maeyer, peter
zeng, xiaohua
dasgupta, srabana
weinberg, charles b.
butori, raphaelle
parguel, beatrice
baxter, stacey m.
kulczynski, alicia
ilicic, jasmina
atakan, s. sinem
bagozzi, richard p.
yoon, carolyn
worm, stefan
srivastava, rajendra k.
mueller, holger
schliwa, victor
lehmann, sebastian
camacho, nuno
de jong, martijn
stremersch, stefan
temme, dirk
diamantopoulos, adamantios
pfegfeidel, vanessa
eisend, martin
tarrahi, farid
kim, ju-young
natter, martin
spann, martin
evanschitzky, heiner
emrich, oliver
sangtani, vinita
ackfeldt, anna-lena
reynolds, kristy e.
arnold, mark j.
gielens, katrijn
gijsbrechts, els
dekimpe, marnik g.
park, chang hee
park, young-hoon
schweidel, david a.
raassens, neomie
wuyts, stefan
geyskens, inge
roberts, john h.
kayande, ujwal
stremersch, stefan
roberts, john h.
kayande, ujwal
stremersch, stefan
rice, dan hamilton
fay, scott a.
xie, jinhong
ailawadi, kusum l.
neslin, scott a.
luan, y. jackie
taylor, gail ayala
mueller, sarah s.
fries, anne j.
gedenk, karen
halbheer, daniel
stahl, florian
koenigsberg, oded
lehmann, donald r.
clement, michel
wu, steven
fischer, marc
himme, alexander
